evidence_uid,source_dataset,pgp_id_raw,alias_raw,alias_normalized,fingerprint_short_raw,fingerprint_raw,fingerprint_short_normalized,fingerprint_raw_normalized,vendor_ids_raw,vendor_id_count,user_hash_raw,review_count_raw,star_rate_raw
3z669jwe|pgp:106,3z669jwe.sql,106,mercurius,mercurius,0x9618217E153DC582,1434E6CEA0FC812AA54564859618217E153DC582,0x9618217E153DC582,1434E6CEA0FC812AA54564859618217E153DC582,1555,1,,0,0.00
3z669jwe|pgp:107,3z669jwe.sql,107,Derek4Real,derek4real,0x35142806DAEDFA1E,AB60C5FFB1E0D7CD7BBA7DE635142806DAEDFA1E,0x35142806DAEDFA1E,AB60C5FFB1E0D7CD7BBA7DE635142806DAEDFA1E,4131,1,,0,0.00
3z669jwe|pgp:110,3z669jwe.sql,110,SuperPuma911,superpuma911,0x2B795F300322BBD4,9B422BBAABFCB1FC9D4229892B795F300322BBD4,0x2B795F300322BBD4,9B422BBAABFCB1FC9D4229892B795F300322BBD4,"1559,4034",2,,0,0.00
3z669jwe|pgp:111,3z669jwe.sql,111,moramarum,moramarum,0x234F47BBE00E48BC,A61A3C88D014D5F9640776F2234F47BBE00E48BC,0x234F47BBE00E48BC,A61A3C88D014D5F9640776F2234F47BBE00E48BC,"1562,790,16565,17476,22019,25309,26498,23575,28567,8175",10,b2cb4d7ab27ad56d,1240,98.53
3z669jwe|pgp:112,3z669jwe.sql,112,iSellGuides,isellguides,0xD5A20F036DA9C4EA,3570F6532456C6C5DD7E89BAD5A20F036DA9C4EA,0xD5A20F036DA9C4EA,3570F6532456C6C5DD7E89BAD5A20F036DA9C4EA,"1563,4035",2,,37,96.76
3z669jwe|pgp:113,3z669jwe.sql,113,n0unit,n0unit,0x00A126FAD8061D42,976D2ED422F55031090591AA00A126FAD8061D42,0x00A126FAD8061D42,976D2ED422F55031090591AA00A126FAD8061D42,"1564,11818",2,,126,99.68
3z669jwe|pgp:114,3z669jwe.sql,114,ItalianMafia,italianmafia,0x9CB802E6E5E1516D,EC6A41CF2E08255AD89B07A99CB802E6E5E1516D,0x9CB802E6E5E1516D,EC6A41CF2E08255AD89B07A99CB802E6E5E1516D,"1565,187",2,,0,0.00
3z669jwe|pgp:115,3z669jwe.sql,115,lokmannen,lokmannen,0xC317D653E9FD05DF,8D2682D208BF04A49CE0B6E1C317D653E9FD05DF,0xC317D653E9FD05DF,8D2682D208BF04A49CE0B6E1C317D653E9FD05DF,1566,1,,0,0.00
3z669jwe|pgp:117,3z669jwe.sql,117,SpeakEasyUK,speakeasyuk,0x66F4FADD0A4801B0,6E3278EF6D59EC8EC237E3F866F4FADD0A4801B0,0x66F4FADD0A4801B0,6E3278EF6D59EC8EC237E3F866F4FADD0A4801B0,"1568,3991",2,,0,0.00
3z669jwe|pgp:118,3z669jwe.sql,118,oldskool,oldskool,0xC0A704CF66C8716E,E12571CC29FB1B026222F9D1C0A704CF66C8716E,0xC0A704CF66C8716E,E12571CC29FB1B026222F9D1C0A704CF66C8716E,1569,1,,0,0.00
3z669jwe|pgp:119,3z669jwe.sql,119,originaltesco,originaltesco,0x06FB1468AA5FE3EA,E4C6CC278694BF01B987555206FB1468AA5FE3EA,0x06FB1468AA5FE3EA,E4C6CC278694BF01B987555206FB1468AA5FE3EA,185,1,,0,0.00
3z669jwe|pgp:120,3z669jwe.sql,120,rxman,rxman,0x6201B06BBA884A01,523A88BD6C20FABCC198A2D26201B06BBA884A01,0x6201B06BBA884A01,523A88BD6C20FABCC198A2D26201B06BBA884A01,"186,1155,7453,14816,17201",5,,1076,99.67
3z669jwe|pgp:121,3z669jwe.sql,121,Bonnie &amp; Clyde,bonnie &amp; clyde,0x8D9FE4EBCEB4D58C,8C935D32C0D414A7344F6D028D9FE4EBCEB4D58C,0x8D9FE4EBCEB4D58C,8C935D32C0D414A7344F6D028D9FE4EBCEB4D58C,"190,7688",2,,829,99.69
3z669jwe|pgp:122,3z669jwe.sql,122,Topdrugs,topdrugs,0x0736C16323C90158,550F307EC762B00E112C467C0736C16323C90158,0x0736C16323C90158,550F307EC762B00E112C467C0736C16323C90158,"193,2831,3287,7994,8112,16888,24791",7,,529,99.40
3z669jwe|pgp:123,3z669jwe.sql,123,profesorhouse,profesorhouse,0xFD6E1B57FD7AC8D1,48CA188BD379B096F525F85DFD6E1B57FD7AC8D1,0xFD6E1B57FD7AC8D1,48CA188BD379B096F525F85DFD6E1B57FD7AC8D1,"200,2869,6416,7623,33225",5,cb7e7603377074ed,82,97.56
3z669jwe|pgp:124,3z669jwe.sql,124,BlueGiraffe,bluegiraffe,0x85F8A50C0D703953,CAD274A4F0F042F371A7E0FC85F8A50C0D703953,0x85F8A50C0D703953,CAD274A4F0F042F371A7E0FC85F8A50C0D703953,"201,503,2525",3,,66,94.85
3z669jwe|pgp:125,3z669jwe.sql,125,lexq,lexq,0xB9E5749652B4D41D,4A25E07A6E638737C2CE4938B9E5749652B4D41D,0xB9E5749652B4D41D,4A25E07A6E638737C2CE4938B9E5749652B4D41D,"202,1262",2,,266,76.17
3z669jwe|pgp:126,3z669jwe.sql,126,multi exciter,multi exciter,0x8E2BAFAD20C7645D,582046B0AF94D42C52518CC68E2BAFAD20C7645D,0x8E2BAFAD20C7645D,582046B0AF94D42C52518CC68E2BAFAD20C7645D,"206,1144,8221,11298,11843,13740,14433,30405",8,6542d69c90bcfe49,1135,98.82
3z669jwe|pgp:127,3z669jwe.sql,127,Dutch Pride,dutch pride,0x705C2AE61234ED49,40B45491C0CE70725463BC95705C2AE61234ED49,0x705C2AE61234ED49,40B45491C0CE70725463BC95705C2AE61234ED49,"208,8105",2,02a4ece327642722,0,0.00
3z669jwe|pgp:128,3z669jwe.sql,128,UGL OZ,ugl oz,0x576BB34F5A90AA80,92426FC51CC805D050371062576BB34F5A90AA80,0x576BB34F5A90AA80,92426FC51CC805D050371062576BB34F5A90AA80,"3095,1246",2,,0,0.00
3z669jwe|pgp:129,3z669jwe.sql,129,the netherlands,the netherlands,0xDBF8B28E5F7EA439,6A8B4CE3AAC008D5971A6D59DBF8B28E5F7EA439,0xDBF8B28E5F7EA439,6A8B4CE3AAC008D5971A6D59DBF8B28E5F7EA439,"210,353,1956,3027",4,,283,64.95
3z669jwe|pgp:130,3z669jwe.sql,130,TheRealNurseJoy,therealnursejoy,0x17C96FC98AE521C0,F2FABB328D9B8F6B4D7D1B4917C96FC98AE521C0,0x17C96FC98AE521C0,F2FABB328D9B8F6B4D7D1B4917C96FC98AE521C0,"211,6501",2,,197,96.75
3z669jwe|pgp:131,3z669jwe.sql,131,FlatBushZombies,flatbushzombies,0xAE25F8E1DFC74D39,63B85511762C96121D0A9097AE25F8E1DFC74D39,0xAE25F8E1DFC74D39,63B85511762C96121D0A9097AE25F8E1DFC74D39,212,1,,0,0.00
3z669jwe|pgp:133,3z669jwe.sql,133,namedeclined,namedeclined,0xDB83EC4531451410,43CB235CDB7C0B4418F5EA58DB83EC4531451410,0xDB83EC4531451410,43CB235CDB7C0B4418F5EA58DB83EC4531451410,"215,4838,5213,6078,8459,12952,36129,36794,38001",9,,367,93.08
3z669jwe|pgp:134,3z669jwe.sql,134,BlueViking,blueviking,0x8ECA6529A55C51DA,B489041307181C9C0E2A8D308ECA6529A55C51DA,0x8ECA6529A55C51DA,B489041307181C9C0E2A8D308ECA6529A55C51DA,"217,22262,41235,41423",4,72363c4ce202a7db,1522,99.38
3z669jwe|pgp:135,3z669jwe.sql,135,TheProfessionals,theprofessionals,0xB6E7F172169DBC34,B3C3E566C2632C7713EA0BCDB6E7F172169DBC34,0xB6E7F172169DBC34,B3C3E566C2632C7713EA0BCDB6E7F172169DBC34,"220,7948,8224,17081",4,,1445,99.67
3z669jwe|pgp:136,3z669jwe.sql,136,meerkovo,meerkovo,0xE4927B9840C3B4AD,EB2AC67D737C60D512793F41E4927B9840C3B4AD,0xE4927B9840C3B4AD,EB2AC67D737C60D512793F41E4927B9840C3B4AD,"226,8268,8382,17787,21423,40457",6,42d50e247a5b1eb7,1073,99.76
3z669jwe|pgp:137,3z669jwe.sql,137,DeemzBeemz,deemzbeemz,0xD267A042C3451DCF,5B722D2E33668FED2CEEE4F3D267A042C3451DCF,0xD267A042C3451DCF,5B722D2E33668FED2CEEE4F3D267A042C3451DCF,"227,833,3337,4243,8403,13976,15414,8104,26416",9,aeac500ce1d77c98,962,99.71
3z669jwe|pgp:138,3z669jwe.sql,138,CarlBildt,carlbildt,0x7284A86EA2AECED3,9AF1C0FAF20B9E5131C908717284A86EA2AECED3,0x7284A86EA2AECED3,9AF1C0FAF20B9E5131C908717284A86EA2AECED3,"228,307,17478,17550",4,,357,93.50
3z669jwe|pgp:139,3z669jwe.sql,139,sniffpod,sniffpod,0x792B9212655607A9,FF7156F950C77A318DCB52E4792B9212655607A9,0x792B9212655607A9,FF7156F950C77A318DCB52E4792B9212655607A9,"229,7932,8566,12655,12113,12856,21272,29552",8,aaf6ca9f5e76f685,316,99.49
3z669jwe|pgp:140,3z669jwe.sql,140,aussiedomesticdrugs,aussiedomesticdrugs,0xD1948F4549BCF261,90224D5B68F0BC1EC2C74E88D1948F4549BCF261,0xD1948F4549BCF261,90224D5B68F0BC1EC2C74E88D1948F4549BCF261,"230,4692,5414,17529",4,90514c8c313d2ced,719,99.72
3z669jwe|pgp:141,3z669jwe.sql,141,boss tweed,boss tweed,0x656CA71F0F642745,366DD32E3A4C1DEB286DDDFF656CA71F0F642745,0x656CA71F0F642745,366DD32E3A4C1DEB286DDDFF656CA71F0F642745,"231,1099,3672",3,,1858,99.60
3z669jwe|pgp:142,3z669jwe.sql,142,Rebel Alliance,rebel alliance,0x41D17F0C2A404680,25C20D9F32208064527B6AAE41D17F0C2A404680,0x41D17F0C2A404680,25C20D9F32208064527B6AAE41D17F0C2A404680,233,1,,963,74.25
3z669jwe|pgp:143,3z669jwe.sql,143,californiacannabis,californiacannabis,0x4DC4D6D5824784E5,45D56E2B78819B391F4B72D44DC4D6D5824784E5,0x4DC4D6D5824784E5,45D56E2B78819B391F4B72D44DC4D6D5824784E5,234,1,,0,0.00
3z669jwe|pgp:144,3z669jwe.sql,144,meandmypills,meandmypills,0xDFE81BEDFFC05B32,DA6A91564E06B4FDD1C9FE39DFE81BEDFFC05B32,0xDFE81BEDFFC05B32,DA6A91564E06B4FDD1C9FE39DFE81BEDFFC05B32,"236,293,2990,3424",4,,8,100.00
3z669jwe|pgp:145,3z669jwe.sql,145,Down the Rabbit Hole,down the rabbit hole,0x1CCBFCEE46F9C300,734DEB2484C2A7BC0CAF84231CCBFCEE46F9C300,0x1CCBFCEE46F9C300,734DEB2484C2A7BC0CAF84231CCBFCEE46F9C300,"237,1148,12963,17329,17452",5,,1731,99.93
3z669jwe|pgp:147,3z669jwe.sql,147,OrangeInc,orangeinc,0x18B0B75B47E48AB8,BB1A43AC0CA547422124587C18B0B75B47E48AB8,0x18B0B75B47E48AB8,BB1A43AC0CA547422124587C18B0B75B47E48AB8,"241,1283,1719",3,,758,99.13
3z669jwe|pgp:148,3z669jwe.sql,148,pflegerin,pflegerin,0xE39D224065729986,F7B03A579C03DEF91F719E32E39D224065729986,0xE39D224065729986,F7B03A579C03DEF91F719E32E39D224065729986,"244,937,2977,7690",4,,762,97.32
3z669jwe|pgp:150,3z669jwe.sql,150,koptevo,koptevo,0xEAB06C3173F6DAF4,9FD28A61242E3066A29369BFEAB06C3173F6DAF4,0xEAB06C3173F6DAF4,9FD28A61242E3066A29369BFEAB06C3173F6DAF4,"252,846,3363,3920,4023,5430,11861,12931,23423,28284",10,1fcd820039737edd,1367,98.27
3z669jwe|pgp:151,3z669jwe.sql,151,maligan,maligan,0x9F3E804DB09AF119,FF42FC78E98EBF5401BF95629F3E804DB09AF119,0x9F3E804DB09AF119,FF42FC78E98EBF5401BF95629F3E804DB09AF119,"254,274,7818,13440,19911,27819,32009,34490,37733",9,,983,100.00
3z669jwe|pgp:152,3z669jwe.sql,152,only,only,0x3F503A20EA5AFFEA,989510D616CE10B323EF75A23F503A20EA5AFFEA,0x3F503A20EA5AFFEA,989510D616CE10B323EF75A23F503A20EA5AFFEA,"263,1430,2857,23934",4,,522,97.24
3z669jwe|pgp:153,3z669jwe.sql,153,checkpoint,checkpoint,0x29CCF6DCFC80679A,2FBF5B419DED3DEAD78C55DC29CCF6DCFC80679A,0x29CCF6DCFC80679A,2FBF5B419DED3DEAD78C55DC29CCF6DCFC80679A,"269,1015,2309,17194,18045",5,,1000,98.80
3z669jwe|pgp:154,3z669jwe.sql,154,Lucid Gentleman,lucid gentleman,0x89D006602C9DB0F1,48434F4EFC560A55DE25698089D006602C9DB0F1,0x89D006602C9DB0F1,48434F4EFC560A55DE25698089D006602C9DB0F1,"270,881,7801,17799,17768",5,,1025,98.07
3z669jwe|pgp:155,3z669jwe.sql,155,Litec0in,litec0in,0x40388F5CBF2A6D41,793F7E77A27FE3127A6F6A9B40388F5CBF2A6D41,0x40388F5CBF2A6D41,793F7E77A27FE3127A6F6A9B40388F5CBF2A6D41,271,1,,312,66.35
3z669jwe|pgp:156,3z669jwe.sql,156,House Lannister,house lannister,0x3BE372D4C65948CC,DC07F1B08B802319FA22ADEE3BE372D4C65948CC,0x3BE372D4C65948CC,DC07F1B08B802319FA22ADEE3BE372D4C65948CC,"281,610,6558,11363,14174,17804",6,,1116,99.71
3z669jwe|pgp:157,3z669jwe.sql,157,Kimbe,kimbe,0x4F396C25DD43A7CF,E584454171617E4EC3278E8F4F396C25DD43A7CF,0x4F396C25DD43A7CF,E584454171617E4EC3278E8F4F396C25DD43A7CF,282,1,,0,0.00
3z669jwe|pgp:158,3z669jwe.sql,158,AussiePrime,aussieprime,0x60840F1D80C7C67D,14D63675874A15C0682BA3EF60840F1D80C7C67D,0x60840F1D80C7C67D,14D63675874A15C0682BA3EF60840F1D80C7C67D,"283,623,1756,3050,4239,4791,5437,12951",8,,856,98.86
3z669jwe|pgp:159,3z669jwe.sql,159,dr.xtc,dr.xtc,0x87DF71822AF07021,FB1BDC2599716CC295438DC487DF71822AF07021,0x87DF71822AF07021,FB1BDC2599716CC295438DC487DF71822AF07021,"286,7595,8924",3,,89,92.13
3z669jwe|pgp:160,3z669jwe.sql,160,canadianforger,canadianforger,0x3B3C7E80BF39D38C,3EE09B8BB4AD8B83E4D8C6323B3C7E80BF39D38C,0x3B3C7E80BF39D38C,3EE09B8BB4AD8B83E4D8C6323B3C7E80BF39D38C,"287,808,5757,13358,17598,19783",6,,2211,99.65
3z669jwe|pgp:161,3z669jwe.sql,161,everythingman,everythingman,0xCC40F01D149DEAE1,E292E999CEEFA5261ED9A7A8CC40F01D149DEAE1,0xCC40F01D149DEAE1,E292E999CEEFA5261ED9A7A8CC40F01D149DEAE1,"288,513,6576",3,,174,83.10
3z669jwe|pgp:162,3z669jwe.sql,162,xRedBullx,xredbullx,0xB7A8E696B7F757E4,7F4072E4700AD23FAB594AA3B7A8E696B7F757E4,0xB7A8E696B7F757E4,7F4072E4700AD23FAB594AA3B7A8E696B7F757E4,"289,261,5351,5250",4,,0,0.00
3z669jwe|pgp:163,3z669jwe.sql,163,Zable,zable,0x75F8988A4AA84538,382DF2CE35720C18EA2D90F875F8988A4AA84538,0x75F8988A4AA84538,382DF2CE35720C18EA2D90F875F8988A4AA84538,"291,672,3430",3,,632,98.16
3z669jwe|pgp:164,3z669jwe.sql,164,blackhand,blackhand,0x9C4CAEAC33C9E472,7BFDB2C67D43DAA0CAF1DEF09C4CAEAC33C9E472,0x9C4CAEAC33C9E472,7BFDB2C67D43DAA0CAF1DEF09C4CAEAC33C9E472,"294,2958,3651,7,5287,5325,5434,14675,12959",9,7be14696039955c4,868,99.68
3z669jwe|pgp:165,3z669jwe.sql,165,medsforyou,medsforyou,0xCD3A15B14B6AD070,A263EA1D089CE881EC60C146CD3A15B14B6AD070,0xCD3A15B14B6AD070,A263EA1D089CE881EC60C146CD3A15B14B6AD070,"296,7708,8324,17450,21691,26752,37411,42847",8,,940,99.98
3z669jwe|pgp:166,3z669jwe.sql,166,ModernLove,modernlove,0xB1C4DFAFD6F895C4,B5A73F07D5E44035D99D23EBB1C4DFAFD6F895C4,0xB1C4DFAFD6F895C4,B5A73F07D5E44035D99D23EBB1C4DFAFD6F895C4,"304,392,7821,11311,18059,25086",6,be94fd1bc602f634,1180,99.90
3z669jwe|pgp:168,3z669jwe.sql,168,tocoolforschool14,tocoolforschool14,0x8AFA98D725FBBD0B,3A2E2349A6E2780191F335098AFA98D725FBBD0B,0x8AFA98D725FBBD0B,3A2E2349A6E2780191F335098AFA98D725FBBD0B,"308,3569,4475",3,,396,92.78
3z669jwe|pgp:170,3z669jwe.sql,170,Right3ous,right3ous,0x29475778AEA1A748,D4454D9211DE0F4E96F0C3A229475778AEA1A748,0x29475778AEA1A748,D4454D9211DE0F4E96F0C3A229475778AEA1A748,"322,1212,3218,5370,8386,15039,8186,12879,19105,40734",10,,1507,99.67
3z669jwe|pgp:171,3z669jwe.sql,171,SoCal Connect,socal connect,0x265781B7CF6E19C8,AD0FCCA762C636FFBF9615FE265781B7CF6E19C8,0x265781B7CF6E19C8,AD0FCCA762C636FFBF9615FE265781B7CF6E19C8,"323,7604,8374,14445",4,,620,99.97
3z669jwe|pgp:172,3z669jwe.sql,172,Zarathustra_DE,zarathustra_de,0x58DAB482D596CA77,A6D95109AAB53DC0A2C03F6458DAB482D596CA77,0x58DAB482D596CA77,A6D95109AAB53DC0A2C03F6458DAB482D596CA77,325,1,,0,0.00
3z669jwe|pgp:173,3z669jwe.sql,173,DrDouglas,drdouglas,0x72D60E42CE68C74E,8F83B8AEED6902266104DFBC72D60E42CE68C74E,0x72D60E42CE68C74E,8F83B8AEED6902266104DFBC72D60E42CE68C74E,"328,7885,9014,17801,20173,25044,23460",7,,110,98.91
3z669jwe|pgp:174,3z669jwe.sql,174,High Carts,high carts,0x959C8AE01BA196B8,C7F82BD6F466B43A507F2D33959C8AE01BA196B8,0x959C8AE01BA196B8,C7F82BD6F466B43A507F2D33959C8AE01BA196B8,331,1,,0,0.00
3z669jwe|pgp:175,3z669jwe.sql,175,Buttonwood,buttonwood,0x486E429A30C3039F,A6B93519F31F0B7A950F5201486E429A30C3039F,0x486E429A30C3039F,A6B93519F31F0B7A950F5201486E429A30C3039F,332,1,,163,79.39
3z669jwe|pgp:176,3z669jwe.sql,176,Roo_Juice,roo_juice,0xF952987DA1DB6A5B,B292A28D6C5DDA7135304475F952987DA1DB6A5B,0xF952987DA1DB6A5B,B292A28D6C5DDA7135304475F952987DA1DB6A5B,333,1,,0,0.00
3z669jwe|pgp:177,3z669jwe.sql,177,GreensRX,greensrx,0x5541114E536BC20B,009EB4D424F2EAF4816AEB725541114E536BC20B,0x5541114E536BC20B,009EB4D424F2EAF4816AEB725541114E536BC20B,334,1,,146,67.53
3z669jwe|pgp:178,3z669jwe.sql,178,Croix,croix,0x8556C290F0FFA2E3,439BCF9E85520A0BAF51D8BD8556C290F0FFA2E3,0x8556C290F0FFA2E3,439BCF9E85520A0BAF51D8BD8556C290F0FFA2E3,"335,8240",2,,208,100.00
3z669jwe|pgp:179,3z669jwe.sql,179,NordicShrooms,nordicshrooms,0x05EEF315FCC19182,0EC0D31598D97D0D62FE16E105EEF315FCC19182,0x05EEF315FCC19182,0EC0D31598D97D0D62FE16E105EEF315FCC19182,"346,1197,7673,15425,18342,20126,27707",7,b18075de56bd7133,252,99.37
3z669jwe|pgp:180,3z669jwe.sql,180,sticky weta heads,sticky weta heads,0xF4D7B6A96889AB45,D9C9E5404C60E5219CD20A53F4D7B6A96889AB45,0xF4D7B6A96889AB45,D9C9E5404C60E5219CD20A53F4D7B6A96889AB45,355,1,,163,47.85
3z669jwe|pgp:181,3z669jwe.sql,181,SavageAngel,savageangel,0x376960FBCFA6D298,64079D4BCA84E6500F6BC69F376960FBCFA6D298,0x376960FBCFA6D298,64079D4BCA84E6500F6BC69F376960FBCFA6D298,"356,3189",2,,0,0.00
3z669jwe|pgp:182,3z669jwe.sql,182,gotmilk,gotmilk,0x79DE9CD3E1912C47,1EFB8BF9BE2D6E39B0E6E03979DE9CD3E1912C47,0x79DE9CD3E1912C47,1EFB8BF9BE2D6E39B0E6E03979DE9CD3E1912C47,"358,264,4308,4705,11776,12445,16559,17305,25103,27512",10,a0ff3bce917b67b7,1239,96.74
3z669jwe|pgp:183,3z669jwe.sql,183,Flyfelix,flyfelix,0xAA8F1B33562C06CE,A42B5BA0325E08522A20C961AA8F1B33562C06CE,0xAA8F1B33562C06CE,A42B5BA0325E08522A20C961AA8F1B33562C06CE,"360,147,4509,13021,14470,16514,16628,16889,19922,24854,22932",11,c042a33d861900ba,845,99.74
3z669jwe|pgp:184,3z669jwe.sql,184,The Interways,the interways,0x23BEEEC036B60898,306460D8C01AA602237E06E523BEEEC036B60898,0x23BEEEC036B60898,306460D8C01AA602237E06E523BEEEC036B60898,"363,792,5219,11279",4,,591,97.36
3z669jwe|pgp:185,3z669jwe.sql,185,Steroid-Depot,steroid-depot,0xB60F32B4EF817E54,5F14B9A97D5CC4DACEDF068DB60F32B4EF817E54,0xB60F32B4EF817E54,5F14B9A97D5CC4DACEDF068DB60F32B4EF817E54,364,1,,0,0.00
3z669jwe|pgp:186,3z669jwe.sql,186,the backbone,the backbone,0x77A66DA3786F9BA7,A62CF306C1A4CC903BE1E69377A66DA3786F9BA7,0x77A66DA3786F9BA7,A62CF306C1A4CC903BE1E69377A66DA3786F9BA7,"366,5041",2,,57,97.19
3z669jwe|pgp:187,3z669jwe.sql,187,thereallindalovelace,thereallindalovelace,0x0272ABF2D3CFECC7,22834A1B40721285D92FB42C0272ABF2D3CFECC7,0x0272ABF2D3CFECC7,22834A1B40721285D92FB42C0272ABF2D3CFECC7,"368,857,3136,4452,10898,14157,9536,18323,24840,27669,28721",11,,767,99.35
3z669jwe|pgp:188,3z669jwe.sql,188,medibuds,medibuds,0x372F22ED7E019DD6,D9149022DE0DEE470FB60E13372F22ED7E019DD6,0x372F22ED7E019DD6,D9149022DE0DEE470FB60E13372F22ED7E019DD6,"369,163,5060,5015",4,cb750d3a044f8d75,2036,99.82
3z669jwe|pgp:189,3z669jwe.sql,189,Breeze The Gnome,breeze the gnome,0x73A649E5EF888756,59199C4279B84AA6ABB25AFC73A649E5EF888756,0x73A649E5EF888756,59199C4279B84AA6ABB25AFC73A649E5EF888756,"371,8516,18560,21441",4,,334,98.56
3z669jwe|pgp:190,3z669jwe.sql,190,tripitaka,tripitaka,0x7ED7CED25DF551AF,FC206A7D0D14D4976EFED7287ED7CED25DF551AF,0x7ED7CED25DF551AF,FC206A7D0D14D4976EFED7287ED7CED25DF551AF,"373,8061,12678,7847,26000",5,,68,100.00
3z669jwe|pgp:191,3z669jwe.sql,191,GalneGunnar,galnegunnar,0xD49DDAF578163913,2437A8F40322E107851912EED49DDAF578163913,0xD49DDAF578163913,2437A8F40322E107851912EED49DDAF578163913,381,1,,0,0.00
3z669jwe|pgp:192,3z669jwe.sql,192,puffinbilly,puffinbilly,0x0FA94A91CDBBB562,8ED71C2CBC591FD0194552B50FA94A91CDBBB562,0x0FA94A91CDBBB562,8ED71C2CBC591FD0194552B50FA94A91CDBBB562,"382,7895,7967,11332,16579,19053,25799",7,,870,99.91
3z669jwe|pgp:193,3z669jwe.sql,193,blondebitcoinbanker,blondebitcoinbanker,0xF3E04FAD770BB1B6,B4DD483DEBFE74C6EB394EFBF3E04FAD770BB1B6,0xF3E04FAD770BB1B6,B4DD483DEBFE74C6EB394EFBF3E04FAD770BB1B6,384,1,,71,57.75
3z669jwe|pgp:194,3z669jwe.sql,194,UKWHITE,ukwhite,0x07CA8EF37DBEF426,EA8642B8D81E3EB67CEBD5DE07CA8EF37DBEF426,0x07CA8EF37DBEF426,EA8642B8D81E3EB67CEBD5DE07CA8EF37DBEF426,"385,1247,7336,13148,12821",5,6a6e7fc29ed72e3f,1021,95.69
3z669jwe|pgp:195,3z669jwe.sql,195,Scaptain,scaptain,0x5F8BBC53E9475D3E,FCAA0409F0FA33509686E7C35F8BBC53E9475D3E,0x5F8BBC53E9475D3E,FCAA0409F0FA33509686E7C35F8BBC53E9475D3E,"386,540,2810,2975,4169,7110,7556",7,,323,91.58
3z669jwe|pgp:196,3z669jwe.sql,196,instrument,instrument,0x8B0D04F78CB7E2DF,BEECBCE1C25A8BE4DD30C57E8B0D04F78CB7E2DF,0x8B0D04F78CB7E2DF,BEECBCE1C25A8BE4DD30C57E8B0D04F78CB7E2DF,3105,1,,0,0.00
3z669jwe|pgp:197,3z669jwe.sql,197,GreenDelta,greendelta,0x324CB3C4F8FEFFA5,D2269BDD4EC1705E2517BDAA324CB3C4F8FEFFA5,0x324CB3C4F8FEFFA5,D2269BDD4EC1705E2517BDAA324CB3C4F8FEFFA5,"388,768,6496,11623,12872,19857,28652",7,,1249,97.68
3z669jwe|pgp:198,3z669jwe.sql,198,gusfring,gusfring,0x7E04B49B9572C5B5,EFAD9CB29747489C300299687E04B49B9572C5B5,0x7E04B49B9572C5B5,EFAD9CB29747489C300299687E04B49B9572C5B5,389,1,,0,0.00
3z669jwe|pgp:199,3z669jwe.sql,199,thehe8x,thehe8x,0x5ADA9A3C3427947D,DC8DF9D5770D1AF0A13EE8DF5ADA9A3C3427947D,0x5ADA9A3C3427947D,DC8DF9D5770D1AF0A13EE8DF5ADA9A3C3427947D,390,1,,107,72.52
3z669jwe|pgp:200,3z669jwe.sql,200,DRUGZ,drugz,0xE8D8260C89701F9C,906D11DCAAC7336520E2C7F5E8D8260C89701F9C,0xE8D8260C89701F9C,906D11DCAAC7336520E2C7F5E8D8260C89701F9C,"395,3251",2,,0,0.00
3z669jwe|pgp:201,3z669jwe.sql,201,T5,t5,0x925AAA9338BF4AE1,45CE27B1CCE12295B2468E89925AAA9338BF4AE1,0x925AAA9338BF4AE1,45CE27B1CCE12295B2468E89925AAA9338BF4AE1,"396,4128,4971,7778,11285,14153,18894,27357,32947",9,c8c2e228b75f3019,1156,94.64
3z669jwe|pgp:202,3z669jwe.sql,202,SunWu-US,sunwu-us,0xC1D517EC1EBD2FAE,CE706525F644BA593DED8C3AC1D517EC1EBD2FAE,0xC1D517EC1EBD2FAE,CE706525F644BA593DED8C3AC1D517EC1EBD2FAE,"397,588,1122,5114",4,b9d10bb7113c1052,1159,60.91
3z669jwe|pgp:203,3z669jwe.sql,203,calitreez,calitreez,0xF73864D593F1589C,B107903EDBE72149E728EADEF73864D593F1589C,0xF73864D593F1589C,B107903EDBE72149E728EADEF73864D593F1589C,398,1,,143,73.01
3z669jwe|pgp:204,3z669jwe.sql,204,gold,gold,0x17A8F24AD8AA7B17,0F8325770CD1303179E8CC0017A8F24AD8AA7B17,0x17A8F24AD8AA7B17,0F8325770CD1303179E8CC0017A8F24AD8AA7B17,"399,1408,2841,8962,13330,34624,35459,36762,37286",9,12e21ed9ec6886d4,741,99.95
3z669jwe|pgp:205,3z669jwe.sql,205,aidoneus,aidoneus,0xC4142888F912622C,32895D16513A982965CB3EBDC4142888F912622C,0xC4142888F912622C,32895D16513A982965CB3EBDC4142888F912622C,"400,761,2781,3313,3918,5432,6466,7900,14534",9,,741,98.03
3z669jwe|pgp:206,3z669jwe.sql,206,Nelson Muntz,nelson muntz,0x282EA507C869DCBE,822C9E2DEB1118190B2C679A282EA507C869DCBE,0x282EA507C869DCBE,822C9E2DEB1118190B2C679A282EA507C869DCBE,"401,8045,13172,19313",4,a5bd90edfca831c8,504,99.84
3z669jwe|pgp:207,3z669jwe.sql,207,PharmerJo,pharmerjo,0x1A7D26509BFED95E,22EC84AEBD7F7992CC2440801A7D26509BFED95E,0x1A7D26509BFED95E,22EC84AEBD7F7992CC2440801A7D26509BFED95E,"402,587,10240",3,,629,98.47
